title,author,goodreads_url
Where the Wild Things Are,Maurice Sendak,https://www.goodreads.com/book/show/19543.Where_the_Wild_Things_Are
The Very Hungry Caterpillar,Eric Carle,https://www.goodreads.com/book/show/4948.The_Very_Hungry_Caterpillar
The Giving Tree,Shel Silverstein,https://www.goodreads.com/book/show/370493.The_Giving_Tree
Green Eggs and Ham,Dr. Seuss,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham
Goodnight Moon,Margaret Wise Brown,https://www.goodreads.com/book/show/32929.Goodnight_Moon
Charlotte’s Web,E.B. White,https://www.goodreads.com/book/show/24178.Charlotte_s_Web
"The Cat in the Hat (Cat in the Hat, #1)",Dr. Seuss,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat
Where the Sidewalk Ends,Shel Silverstein,https://www.goodreads.com/book/show/30119.Where_the_Sidewalk_Ends
If You Give a Mouse a Cookie,Laura Joffe Numeroff,https://www.goodreads.com/book/show/767680.If_You_Give_a_Mouse_a_Cookie
Love You Forever,Robert Munsch,https://www.goodreads.com/book/show/310259.Love_You_Forever
Corduroy,Don Freeman,https://www.goodreads.com/book/show/231850.Corduroy
The Lorax,Dr. Seuss,https://www.goodreads.com/book/show/7784.The_Lorax
Madeline,Ludwig Bemelmans,https://www.goodreads.com/book/show/475339.Madeline
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
The Velveteen Rabbit,Margery Williams Bianco,https://www.goodreads.com/book/show/144974.The_Velveteen_Rabbit
How the Grinch Stole Christmas!,Dr. Seuss,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_
The Monster at the End of this Book,Jon Stone,https://www.goodreads.com/book/show/44186.The_Monster_at_the_End_of_this_Book
Curious George,H.A. Rey,https://www.goodreads.com/book/show/420297.Curious_George
Chicka Chicka Boom Boom,Bill Martin Jr.,https://www.goodreads.com/book/show/293595.Chicka_Chicka_Boom_Boom
The Little Prince,Antoine de Saint-Exupéry,https://www.goodreads.com/book/show/157993.The_Little_Prince
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,https://www.goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,https://www.goodreads.com/book/show/759611.Brown_Bear_Brown_Bear_What_Do_You_See_
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,https://www.goodreads.com/book/show/46677.Alexander_and_the_Terrible_Horrible_No_Good_Very_Bad_Day
Matilda,Roald Dahl,https://www.goodreads.com/book/show/39988.Matilda
"Harold and the Purple Crayon (Harold, #1)",Crockett Johnson,https://www.goodreads.com/book/show/98573.Harold_and_the_Purple_Crayon
"The Tale of Peter Rabbit (World of Beatrix Potter, #1)",Beatrix Potter,https://www.goodreads.com/book/show/19321.The_Tale_of_Peter_Rabbit
Are You My Mother?,P.D. Eastman,https://www.goodreads.com/book/show/197084.Are_You_My_Mother_
"Oh, the Places You’ll Go!",Dr. Seuss,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_
"Frog and Toad Are Friends (Frog and Toad, #1)",Arnold Lobel,https://www.goodreads.com/book/show/537296.Frog_and_Toad_Are_Friends
"Cloudy with a Chance of Meatballs (Cloudy with a Chance of Meatballs, #1)",Judi Barrett,https://www.goodreads.com/book/show/8073.Cloudy_with_a_Chance_of_Meatballs
"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",A.A. Milne,https://www.goodreads.com/book/show/99111.The_World_of_Winnie_the_Pooh
The Secret Garden,Frances Hodgson Burnett,https://www.goodreads.com/book/show/2998.The_Secret_Garden
Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,https://www.goodreads.com/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass
Guess How Much I Love You,Sam McBratney,https://www.goodreads.com/book/show/301736.Guess_How_Much_I_Love_You
Horton Hears a Who!,Dr. Seuss,https://www.goodreads.com/book/show/7779.Horton_Hears_a_Who_
"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",C.S. Lewis,https://www.goodreads.com/book/show/11127.The_Chronicles_of_Narnia
"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables
"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,https://www.goodreads.com/book/show/19302.Pippi_Longstocking
The True Story of the 3 Little Pigs,Jon Scieszka,https://www.goodreads.com/book/show/125507.The_True_Story_of_the_3_Little_Pigs
"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory
The Little Engine That Could,Watty Piper,https://www.goodreads.com/book/show/824204.The_Little_Engine_That_Could
"Amelia Bedelia  (Amelia Bedelia, #1)",Peggy Parish,https://www.goodreads.com/book/show/774001.Amelia_Bedelia
"The Hobbit, or There and Back Again",J.R.R. Tolkien,https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again
The BFG,Roald Dahl,https://www.goodreads.com/book/show/6319.The_BFG
The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Scieszka,https://www.goodreads.com/book/show/407429.The_Stinky_Cheese_Man_and_Other_Fairly_Stupid_Tales
Stellaluna,Janell Cannon,https://www.goodreads.com/book/show/786256.Stellaluna
The Poky Little Puppy,Janette Sebring Lowrey,https://www.goodreads.com/book/show/505304.The_Poky_Little_Puppy
The Rainbow Fish,Marcus Pfister,https://www.goodreads.com/book/show/766020.The_Rainbow_Fish
Make Way for Ducklings,Robert McCloskey,https://www.goodreads.com/book/show/29291.Make_Way_for_Ducklings
James and the Giant Peach,Roald Dahl,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach
"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time
Don't Let the Pigeon Drive the Bus!,Mo Willems,https://www.goodreads.com/book/show/191113.Don_t_Let_the_Pigeon_Drive_the_Bus_
The Polar Express,Chris Van Allsburg,https://www.goodreads.com/book/show/420282.The_Polar_Express
The Phantom Tollbooth,Norton Juster,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods
"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz
"Go, Dog. Go!",P.D. Eastman,https://www.goodreads.com/book/show/460548.Go_Dog_Go_
"The Giver (The Giver, #1)",Lois Lowry,https://www.goodreads.com/book/show/3636.The_Giver
The Story of Ferdinand,Munro Leaf,https://www.goodreads.com/book/show/773951.The_Story_of_Ferdinand
The Night Before Christmas,Clement Clarke Moore,https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas
Bridge to Terabithia,Katherine Paterson,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia
Blueberries for Sal,Robert McCloskey,https://www.goodreads.com/book/show/133526.Blueberries_for_Sal
"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina,https://www.goodreads.com/book/show/775597.Caps_for_Sale
Clifford the Big Red Dog,Norman Bridwell,https://www.goodreads.com/book/show/858719.Clifford_the_Big_Red_Dog
The Witches,Roald Dahl,https://www.goodreads.com/book/show/6327.The_Witches
Fox in Socks,Dr. Seuss,https://www.goodreads.com/book/show/105551.Fox_in_Socks
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe
"Little Bear (Little Bear, #1)",Else Holmelund Minarik,https://www.goodreads.com/book/show/201146.Little_Bear
"The Snowy Day (Peter, #1)",Ezra Jack Keats,https://www.goodreads.com/book/show/310258.The_Snowy_Day
The Paper Bag Princess,Robert Munsch,https://www.goodreads.com/book/show/240130.The_Paper_Bag_Princess
Tikki Tikki Tembo,Arlene Mosel,https://www.goodreads.com/book/show/551876.Tikki_Tikki_Tembo
A Bad Case of Stripes (Scholastic Bookshelf),David Shannon,https://www.goodreads.com/book/show/474858.A_Bad_Case_of_Stripes
"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh
Chrysanthemum,Kevin Henkes,https://www.goodreads.com/book/show/858513.Chrysanthemum
"Miss Nelson Is Missing! (Miss Nelson, #1)",Harry Allard,https://www.goodreads.com/book/show/147732.Miss_Nelson_Is_Missing_
"Click, Clack, Moo: Cows That Type",Doreen Cronin,https://www.goodreads.com/book/show/766955.Click_Clack_Moo
Falling Up,Shel Silverstein,https://www.goodreads.com/book/show/30120.Falling_Up
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler
The Tale of Despereaux,Kate DiCamillo,https://www.goodreads.com/book/show/37190.The_Tale_of_Despereaux
The Sneetches and Other Stories,Dr. Seuss,https://www.goodreads.com/book/show/105549.The_Sneetches_and_Other_Stories
"The Story of Babar (Babar, #1)",Jean de Brunhoff,https://www.goodreads.com/book/show/356321.The_Story_of_Babar
"The Indian in the Cupboard (The Indian in the Cupboard, #1)",Lynne Reid Banks,https://www.goodreads.com/book/show/125404.The_Indian_in_the_Cupboard
The Adventures of Tom Sawyer,Mark Twain,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer
"Olivia (Olivia, #1)",Ian Falconer,https://www.goodreads.com/book/show/770051.Olivia
"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",Beverly Cleary,https://www.goodreads.com/book/show/232109.The_Mouse_and_the_Motorcycle
"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/114345.The_Little_House_Collection
"Sideways Stories from Wayside School (Wayside School, #1)",Louis Sachar,https://www.goodreads.com/book/show/15779.Sideways_Stories_from_Wayside_School
"Ramona the Pest (Ramona, #2)",Beverly Cleary,https://www.goodreads.com/book/show/78039.Ramona_the_Pest
The Neverending Story,Michael Ende,https://www.goodreads.com/book/show/27712.The_Neverending_Story
The Little House,Virginia Lee Burton,https://www.goodreads.com/book/show/153540.The_Little_House
Hop On Pop,Dr. Seuss,https://www.goodreads.com/book/show/206962.Hop_On_Pop
Harry the Dirty Dog,Gene Zion,https://www.goodreads.com/book/show/857448.Harry_the_Dirty_Dog
"Bunnicula: A Rabbit-Tale of Mystery (Bunnicula, #1)",Deborah Howe,https://www.goodreads.com/book/show/281235.Bunnicula
Horton Hatches the Egg,Dr. Seuss,https://www.goodreads.com/book/show/11301.Horton_Hatches_the_Egg
The Runaway Bunny,Margaret Wise Brown,https://www.goodreads.com/book/show/58922.The_Runaway_Bunny
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
Stone Soup,Jon J. Muth,https://www.goodreads.com/book/show/331701.Stone_Soup
A Light in the Attic,Shel Silverstein,https://www.goodreads.com/book/show/30118.A_Light_in_the_Attic
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
The Three Billy Goats Gruff,Paul Galdone,https://www.goodreads.com/book/show/789559.The_Three_Billy_Goats_Gruff
Peter Pan,J.M. Barrie,https://www.goodreads.com/book/show/34268.Peter_Pan
"The Boxcar Children (The Boxcar Children, #1)",Gertrude Chandler Warner,https://www.goodreads.com/book/show/297249.The_Boxcar_Children
Yertle the Turtle and Other Stories,Dr. Seuss,https://www.goodreads.com/book/show/420404.Yertle_the_Turtle_and_Other_Stories
"Frog and Toad Together (Frog and Toad, #2)",Arnold Lobel,https://www.goodreads.com/book/show/94803.Frog_and_Toad_Together
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
A Little Princess,Frances Hodgson Burnett,https://www.goodreads.com/book/show/3008.A_Little_Princess
"You Are Special (Wemmicksville, #1)",Max Lucado,https://www.goodreads.com/book/show/56728.You_Are_Special
"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",Betty MacDonald,https://www.goodreads.com/book/show/25051.Mrs_Piggle_Wiggle
Lilly's Purple Plastic Purse,Kevin Henkes,https://www.goodreads.com/book/show/825081.Lilly_s_Purple_Plastic_Purse
"Holes (Holes, #1)",Louis Sachar,https://www.goodreads.com/book/show/38709.Holes
And to Think That I Saw It on Mulberry Street,Dr. Seuss,https://www.goodreads.com/book/show/28351.And_to_Think_That_I_Saw_It_on_Mulberry_Street
The Mitten,Jan Brett,https://www.goodreads.com/book/show/967494.The_Mitten
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
The Kissing Hand,Audrey Penn,https://www.goodreads.com/book/show/18419.The_Kissing_Hand
Sylvester and the Magic Pebble,William Steig,https://www.goodreads.com/book/show/457762.Sylvester_and_the_Magic_Pebble
"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",Mo Willems,https://www.goodreads.com/book/show/490867.Knuffle_Bunny
Little Blue Truck,Alice Schertle,https://www.goodreads.com/book/show/2241348.Little_Blue_Truck
Strega Nona,Tomie dePaola,https://www.goodreads.com/book/show/581409.Strega_Nona
The Dot,Peter H. Reynolds,https://www.goodreads.com/book/show/825377.The_Dot
There Was an Old Lady Who Swallowed a Fly,Pam Adams,https://www.goodreads.com/book/show/949709.There_Was_an_Old_Lady_Who_Swallowed_a_Fly
Coraline,Neil Gaiman,https://www.goodreads.com/book/show/17061.Coraline
"Little Women (Little Women, #1)",Louisa May Alcott,https://www.goodreads.com/book/show/1934.Little_Women
Number the Stars,Lois Lowry,https://www.goodreads.com/book/show/47281.Number_the_Stars
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie
"Ella Enchanted (Ella Enchanted, #1)",Gail Carson Levine,https://www.goodreads.com/book/show/24337.Ella_Enchanted
Dogs vs Bears,Austin    Davis,https://www.goodreads.com/book/show/197525278-dogs-vs-bears
"The Borrowers (The Borrowers, #1)",Mary Norton,https://www.goodreads.com/book/show/348573.The_Borrowers
"Tales of a Fourth Grade Nothing (Fudge, #1)",Judy Blume,https://www.goodreads.com/book/show/37741.Tales_of_a_Fourth_Grade_Nothing
A Day in the Life of Cowboy Mike and Winston,Michael Eastwood,https://www.goodreads.com/book/show/72403204-a-day-in-the-life-of-cowboy-mike-and-winston
The Going To Bed Book,Sandra Boynton,https://www.goodreads.com/book/show/53580.The_Going_To_Bed_Book
The Wind in the Willows,Kenneth Grahame,https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows
Dr. Seuss's ABC: An Amazing Alphabet Book!,Dr. Seuss,https://www.goodreads.com/book/show/17797344-dr-seuss-s-abc
Because of Winn-Dixie,Kate DiCamillo,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie
How to Eat Fried Worms,Thomas Rockwell,https://www.goodreads.com/book/show/322351.How_to_Eat_Fried_Worms
The Napping House,Audrey Wood,https://www.goodreads.com/book/show/815234.The_Napping_House
The Complete Fairy Tales,Hans Christian Andersen,https://www.goodreads.com/book/show/46306.The_Complete_Fairy_Tales
Mike Mulligan and His Steam Shovel,Virginia Lee Burton,https://www.goodreads.com/book/show/153542.Mike_Mulligan_and_His_Steam_Shovel
"Watership Down (Watership Down, #1)",Richard  Adams,https://www.goodreads.com/book/show/76620.Watership_Down
The Day the Crayons Quit,Drew Daywalt,https://www.goodreads.com/book/show/16101018-the-day-the-crayons-quit
The Mystic Princesses and the Whirlpool,P.J. LaRue,https://www.goodreads.com/book/show/17235412-the-mystic-princesses-and-the-whirlpool
"Mary Poppins (Mary Poppins, #1)",P.L. Travers,https://www.goodreads.com/book/show/152380.Mary_Poppins
Where the Red Fern Grows,Wilson Rawls,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,https://www.goodreads.com/book/show/78411.The_Bad_Beginning
"World Cruise by Whale: Mike and Alex, Parts 3 and 4",Peter Van Wermeskerken,https://www.goodreads.com/book/show/216716338-world-cruise-by-whale
"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",Don Wood,https://www.goodreads.com/book/show/682920.The_Little_Mouse_the_Red_Ripe_Strawberry_and_the_Big_Hungry_Bear
"Heidi (Heidi, #1-2)",Johanna Spyri,https://www.goodreads.com/book/show/93.Heidi
Bread and Jam for Frances,Russell Hoban,https://www.goodreads.com/book/show/911579.Bread_and_Jam_for_Frances
"Are You There God? It’s Me, Margaret",Judy Blume,https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret
Creepy Carrots!,Aaron Reynolds,https://www.goodreads.com/book/show/13259987-creepy-carrots
Stuart Little,E.B. White,https://www.goodreads.com/book/show/138959.Stuart_Little
What Do People Do All Day?,Richard Scarry,https://www.goodreads.com/book/show/313375.What_Do_People_Do_All_Day_
The Invisible Boy,Trudy Ludwig,https://www.goodreads.com/book/show/17140549-the-invisible-boy
The Bad Seed (The Food Group #1),Jory John,https://www.goodreads.com/book/show/39991777-the-bad-seed
Chicken Soup with Rice: A Book of Months,Maurice Sendak,https://www.goodreads.com/book/show/590552.Chicken_Soup_with_Rice
To Kill a Mockingbird,Harper Lee,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird
There's a Wocket in My Pocket!,Dr. Seuss,https://www.goodreads.com/book/show/310272.There_s_a_Wocket_in_My_Pocket_
Harriet the Spy,Louise Fitzhugh,https://www.goodreads.com/book/show/232576.Harriet_the_Spy
The Diary of a Young Girl,Anne Frank,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl
We're Going on a Bear Hunt,Michael Rosen,https://www.goodreads.com/book/show/201126.We_re_Going_on_a_Bear_Hunt
"Good Night, Gorilla",Peggy Rathmann,https://www.goodreads.com/book/show/773276.Good_Night_Gorilla
How Do Dinosaurs Say Good Night?,Jane Yolen,https://www.goodreads.com/book/show/122125.How_Do_Dinosaurs_Say_Good_Night_
George and Martha: The Complete Stories of Two Best Friends,James  Marshall,https://www.goodreads.com/book/show/408766.George_and_Martha
"No, David!",David Shannon,https://www.goodreads.com/book/show/1062516.No_David_
Joey and His Friend Water,Ellen J. Lewinberg,https://www.goodreads.com/book/show/153680369-joey-and-his-friend-water
If You Give a Moose a Muffin,Laura Numeroff,https://www.goodreads.com/book/show/826584.If_You_Give_a_Moose_a_Muffin
